prev_norm,m,curr_norm,converged
0.0002737126944628308,17,0.0002365241683294396,0
0.0002365241683294396,6,0.00022833608135017873,0
0.00022833608135017873,8,0.00022160595007941446,0
0.00022160595007941446,6,0.00021625745249759603,0
0.00021625745249759603,12,0.0001750275548020108,0
0.0001750275548020108,18,0.00011884386115436922,0
0.00011884386115436922,7,0.00010323561489342887,0
0.00010323561489342887,11,9.326289807423758e-05,0
9.326289807423758e-05,6,9.05323643853032e-05,0
9.05323643853032e-05,4,8.93914119847714e-05,0
8.93914119847714e-05,4,8.864431171269071e-05,0
8.864431171269071e-05,2,8.830403611963776e-05,0
8.830403611963776e-05,19,4.8608593148626505e-06,0
4.8608593148626505e-06,8,2.3384976871116808e-06,0
2.3384976871116808e-06,16,8.226745840318864e-07,1
13.894388952947931,11,3.120376627461052,0
3.120376627461052,12,2.3728288525128005,0
2.3728288525128005,12,2.06037308693921,0
2.06037308693921,12,1.8673773131341038,0
1.8673773131341038,3,1.8305302738743872,0
1.8305302738743872,14,1.564698363501664,0
1.564698363501664,13,1.4165667444977714,0
1.4165667444977714,13,1.3203337130275767,0
1.3203337130275767,2,1.3051322891058605,0
1.3051322891058605,9,1.2516776435765988,0
1.2516776435765988,8,1.212210600849805,0
1.212210600849805,2,1.2056729366565573,0
1.2056729366565573,5,1.1813487538931289,0
1.1813487538931289,9,1.1418468876092152,0
1.1418468876092152,15,1.03438473786812,0
1.03438473786812,5,0.9835534837080067,0
0.9835534837080067,16,0.8963002544261622,0
0.8963002544261622,11,0.834051847394914,0
0.834051847394914,15,0.6597175539842786,0
0.6597175539842786,9,0.5393307125922,0
0.5393307125922,10,0.5091794330224485,0
0.5091794330224485,12,0.47598418320719504,0
0.47598418320719504,18,0.36546426739550464,0
0.36546426739550464,10,0.2877045033913143,0
0.2877045033913143,11,0.275546309442722,0
0.275546309442722,12,0.26187890211005216,0
0.26187890211005216,15,0.2357415621413605,0
0.2357415621413605,2,0.2300097294730193,0
0.2300097294730193,10,0.21720298311758585,0
0.21720298311758585,10,0.20361740657242752,0
0.20361740657242752,18,0.1605250268540997,0
0.1605250268540997,10,0.13450277545496186,0
0.13450277545496186,9,0.13011346791842943,0
0.13011346791842943,19,0.08740508551213265,0
0.08740508551213265,9,0.0631911581243211,0
0.0631911581243211,4,0.06127788759234375,0
0.06127788759234375,5,0.059849572590827724,0
0.059849572590827724,2,0.059394832005587955,0
0.059394832005587955,1,0.05933744560390732,0
0.05933744560390732,9,0.05561002589709757,0
0.05561002589709757,15,0.051831052260996484,0
0.051831052260996484,14,0.04746647558007566,0
0.04746647558007566,1,0.047301599148291594,0
0.047301599148291594,11,0.044181677538454076,0
0.044181677538454076,3,0.04401092907218711,0
0.04401092907218711,18,0.02190209587775308,0
0.02190209587775308,4,0.01531931050501881,0
